source,query,publisher,title,description,text,published_at,url,sentiment,sentiment_score,sentiment_risk,churn_signal
NewsAPI,Vi Vodafone Idea,The Times of India,Vodafone Idea shares rally 7% to fresh 52-week high despite market crash. What's behind the surge?,"Vodafone Idea shares surged nearly 7% to a new 52-week high after ICRA upgraded the telecom operator’s rating and revised its outlook. Investor sentiment was further boosted by lower AGR dues, promoter support from the Aditya Birla Group and Citi removing its…","Vodafone Idea shares rally 7% to fresh 52-week high despite market crash. What's behind the surge? Vodafone Idea shares surged nearly 7% to a new 52-week high after ICRA upgraded the telecom operator’s rating and revised its outlook. Investor sentiment was further boosted by lower AGR dues, promoter support from the Aditya Birla Group and Citi removing its…",2026-06-03T09:22:53Z,https://economictimes.indiatimes.com/markets/stocks/news/vodafone-idea-shares-rally-7-to-fresh-52-week-high-despite-market-crash-whats-behind-the-surge/articleshow/131480762.cms,Positive,0.874,0.0,True
NewsAPI,Vi Vodafone Idea,BusinessLine,"Top Business & Market Headlines Today — BL Morning Report, May 29, 2026","BL Morning Report May 29, 2026: Get today’s top business news, market headlines about the Stock Market, Sensex & Nifty trends, key market insights, economic highlights, and the latest updates from India and global markets.","Top Business & Market Headlines Today — BL Morning Report, May 29, 2026 BL Morning Report May 29, 2026: Get today’s top business news, market headlines about the Stock Market, Sensex & Nifty trends, key market insights, economic highlights, and the latest updates from India and global markets.",2026-05-28T16:46:33Z,https://www.thehindubusinessline.com/multimedia/audio/top-business-market-headlines-today-bl-morning-report-may-29-2026/article71034535.ece,Positive,0.924,0.0,True
NewsAPI,Vi Vodafone Idea,BusinessLine,"Vi mocks Airtel’s ‘Priority Postpaid’ plans, encourages network switch","Vodafone Idea has started an online campaign encouraging people to “change to Vi” accompanied with slogans like “No more, no less but equal network to all” and “Strong Network. Sabka Haq.”","Vi mocks Airtel’s ‘Priority Postpaid’ plans, encourages network switch Vodafone Idea has started an online campaign encouraging people to “change to Vi” accompanied with slogans like “No more, no less but equal network to all” and “Strong Network. Sabka Haq.”",2026-05-28T08:43:12Z,https://www.thehindubusinessline.com/info-tech/vi-mocks-airtels-priority-postpaid-plans-encourages-network-switch/article71032588.ece,Positive,0.285,0.0,True
NewsAPI,Vi Vodafone Idea,The Times of India,Vodafone Idea counters Airtel’s priority plan with everyone matters campaign,"Vodafone Idea has launched a campaign promising equal network priority for all its users, directly opposing Bharti Airtel's new Priority Postpaid plan. Vi's CMO stated that preferential treatment raises questions about equity in the digital ecosystem. The com…","Vodafone Idea counters Airtel’s priority plan with everyone matters campaign Vodafone Idea has launched a campaign promising equal network priority for all its users, directly opposing Bharti Airtel's new Priority Postpaid plan. Vi's CMO stated that preferential treatment raises questions about equity in the digital ecosystem. The com…",2026-05-28T06:58:10Z,https://economictimes.indiatimes.com/industry/telecom/vodafone-idea-counters-airtels-priority-plan-with-everyone-matters-campaign/articleshow/131364601.cms,Positive,0.511,0.0,False
NewsAPI,Vi Vodafone Idea,The Times of India,"Telecom industry divided on Airtel's 5G priority plan; Jio, Vi call for regulatory clarity",Bharti Airtel's new priority 5G service for postpaid customers is causing a stir. Rivals Vodafone Idea and Reliance Jio are calling for regulatory review. Authorities are examining if the plan adheres to net neutrality rules. The focus is on ensuring prepaid …,"Telecom industry divided on Airtel's 5G priority plan; Jio, Vi call for regulatory clarity Bharti Airtel's new priority 5G service for postpaid customers is causing a stir. Rivals Vodafone Idea and Reliance Jio are calling for regulatory review. Authorities are examining if the plan adheres to net neutrality rules. The focus is on ensuring prepaid …",2026-05-26T19:29:33Z,https://economictimes.indiatimes.com/industry/telecom/telecom-industry-divided-on-airtels-5g-priority-plan-jio-vi-call-for-regulatory-clarity/articleshow/131336814.cms,Positive,0.586,0.0,False
NewsAPI,Vi Vodafone Idea,Moneycontrol,"Indus Towers stock gets CLSA's high-conviction 'Outperform' call; brokerage sees tenancy growth driven by Airtel, Vi","CLSA expects Indus Towers' tenancy growth momentum to continue over the next few years, driving earnings growth for the telecom infrastructure company.","Indus Towers stock gets CLSA's high-conviction 'Outperform' call; brokerage sees tenancy growth driven by Airtel, Vi CLSA expects Indus Towers' tenancy growth momentum to continue over the next few years, driving earnings growth for the telecom infrastructure company.",2026-05-26T04:10:34Z,https://www.moneycontrol.com/news/business/stocks/indus-towers-stock-gets-clsa-s-high-conviction-outperform-call-brokerage-sees-tenancy-growth-driven-by-airtel-vi-13930837.html,Positive,0.778,0.0,False
NewsAPI,Vi Vodafone Idea,The Times of India,"Vi shares double investments in 1 year. Here’s what analysts from Macquarie, JPMorgan, other global brokerages say","Vodafone Idea shares have surged over 100% in a year. Analysts from Macquarie, JPMorgan, and other global brokerages offer mixed views. While some see potential catalysts like government support and promoter infusion, many highlight significant challenges. Ke…","Vi shares double investments in 1 year. Here’s what analysts from Macquarie, JPMorgan, other global brokerages say Vodafone Idea shares have surged over 100% in a year. Analysts from Macquarie, JPMorgan, and other global brokerages offer mixed views. While some see potential catalysts like government support and promoter infusion, many highlight significant challenges. Ke…",2026-05-20T06:28:19Z,https://economictimes.indiatimes.com/markets/stocks/news/vi-shares-double-investments-in-1-year-heres-what-analysts-from-macquarie-jpmorgan-other-global-brokerages-say/articleshow/131218677.cms,Positive,0.902,0.0,True
NewsAPI,Vi Vodafone Idea,The Times of India,"'Worst behind us, Vodafone Idea starting FY27 with a clear plan', says executive","Vodafone Idea is gearing up for a transformative leap in capital investments, set to kick off in the first quarter of FY27. With a bold vision for a ₹45,000 crore network expansion over the next three years, Vi is strategically positioning itself in the marke…","'Worst behind us, Vodafone Idea starting FY27 with a clear plan', says executive Vodafone Idea is gearing up for a transformative leap in capital investments, set to kick off in the first quarter of FY27. With a bold vision for a ₹45,000 crore network expansion over the next three years, Vi is strategically positioning itself in the marke…",2026-05-18T20:15:26Z,https://economictimes.indiatimes.com/industry/telecom/telecom-news/worst-behind-us-vodafone-idea-starting-fy27-with-a-clear-plan-says-executive/articleshow/131185625.cms,Positive,0.273,0.0,False
NewsAPI,BSNL service,MediaNama.com,"Duplicate SIM exposes a structural flaw in UPI, Karnataka HC ruling shows","The negligent issuance of the duplicate SIM gave the fraudster control of the victim's financial identity, as mobile numbers remain the key channel for OTP verifications for RTGS/NEFT and also UPI resets. 
The post Duplicate SIM exposes a structural flaw in U…","Duplicate SIM exposes a structural flaw in UPI, Karnataka HC ruling shows The negligent issuance of the duplicate SIM gave the fraudster control of the victim's financial identity, as mobile numbers remain the key channel for OTP verifications for RTGS/NEFT and also UPI resets. 
The post Duplicate SIM exposes a structural flaw in U…",2026-06-08T11:13:56Z,https://www.medianama.com/2026/06/223-duplicate-sim-structural-flaw-upi/,Negative,-0.67,67.0,False
NewsAPI,BSNL service,BusinessLine,"Buzzing stocks: Allied Blenders, RailTel, TVS Motor Co, RInfra, Ixigo, HCC,","Focus will also be on  Alembic Pharma, Glenmark, Nibe Defence, Asian Energy, Innovation, HEC Infra projects","Buzzing stocks: Allied Blenders, RailTel, TVS Motor Co, RInfra, Ixigo, HCC, Focus will also be on  Alembic Pharma, Glenmark, Nibe Defence, Asian Energy, Innovation, HEC Infra projects",2026-06-08T02:01:58Z,https://www.thehindubusinessline.com/markets/buzzing-stocks-allied-blenders-railtel-tvs-motor-co-rinfra-ixigo-hcc/article71074976.ece,Positive,0.625,0.0,False
NewsAPI,BSNL service,The Times of India,History-sheeter arrested in road rage assault case,Vanchiyoor police arrested history-sheeter Shyamkumar for allegedly assaulting a BSNL employee and his teen son after a road-block dispute; case booked for attempt to murder.,History-sheeter arrested in road rage assault case Vanchiyoor police arrested history-sheeter Shyamkumar for allegedly assaulting a BSNL employee and his teen son after a road-block dispute; case booked for attempt to murder.,2026-06-06T18:57:09Z,https://timesofindia.indiatimes.com/city/thiruvananthapuram/history-sheeter-arrested-in-road-rage-assault-case/articleshow/131558177.cms,Negative,-0.976,97.6,False
NewsAPI,BSNL service,The Times of India,CBI court sentences former BSNL officer to 3 years rigorous imprisonment in disproportionate assets case,CBI court in Ranchi sentences ex-BSNL technical officer Ram Binod Singh to 3 years RI and Rs 25 lakh fine in 2007 disproportionate assets case.,CBI court sentences former BSNL officer to 3 years rigorous imprisonment in disproportionate assets case CBI court in Ranchi sentences ex-BSNL technical officer Ram Binod Singh to 3 years RI and Rs 25 lakh fine in 2007 disproportionate assets case.,2026-05-29T16:57:09Z,https://timesofindia.indiatimes.com/city/ranchi/cbi-court-sentences-former-bsnl-officer-to-3-years-rigorous-imprisonment-in-disproportionate-assets-case/articleshow/131395236.cms,Positive,0.361,0.0,True
NewsAPI,BSNL service,The Times of India,"BSNL SET exam date announced, admit cards to be released soon: Check complete details here","BSNL has announced the Senior Executive Trainee (SET) exam date for July 5, 2026, for Telecom and Finance streams. A total of 120 vacancies are available. The exam features 200 objective questions with a three-hour duration and negative marking. Admit cards a…","BSNL SET exam date announced, admit cards to be released soon: Check complete details here BSNL has announced the Senior Executive Trainee (SET) exam date for July 5, 2026, for Telecom and Finance streams. A total of 120 vacancies are available. The exam features 200 objective questions with a three-hour duration and negative marking. Admit cards a…",2026-05-29T02:29:14Z,https://timesofindia.indiatimes.com/education/news/bsnl-set-exam-date-announced-admit-cards-to-be-released-soon-check-complete-details-here/articleshow/131380300.cms,Negative,-0.273,27.3,False
NewsAPI,BSNL service,The Times of India,"Telecom subscriber base grows to 133.7 cr in April, Airtel stays on top: Trai data","Bharti Airtel secured the top spot in subscriber growth for April. The company added 34.82 lakh new customers, surpassing rival Reliance Jio in net additions for both wireless and wireline segments. India's total telecom subscriber base reached an all-time hi…","Telecom subscriber base grows to 133.7 cr in April, Airtel stays on top: Trai data Bharti Airtel secured the top spot in subscriber growth for April. The company added 34.82 lakh new customers, surpassing rival Reliance Jio in net additions for both wireless and wireline segments. India's total telecom subscriber base reached an all-time hi…",2026-05-26T16:27:47Z,https://economictimes.indiatimes.com/industry/telecom/telecom-subscriber-base-grows-to-133-7-cr-in-april-airtel-stays-on-top-trai-data/articleshow/131333165.cms,Positive,0.807,0.0,False
NewsAPI,BSNL service,BusinessLine,"BSNL revenue rises to ₹25,000 crore, up by 25% in two years, says MoS Pemmasani","The Ministry of Communications attributed this growth to structural adjustments, infrastructure upgrades, and a shift toward private-sector operational discipline","BSNL revenue rises to ₹25,000 crore, up by 25% in two years, says MoS Pemmasani The Ministry of Communications attributed this growth to structural adjustments, infrastructure upgrades, and a shift toward private-sector operational discipline",2026-05-26T05:23:36Z,https://www.thehindubusinessline.com/info-tech/bsnl-revenue-rises-to-25000-crore-up-by-25-in-two-years-says-mos-pemmasani/article71023700.ece,Positive,0.459,0.0,False
NewsAPI,BSNL service,The Times of India,"BSNL revenue rises 19% to Rs 25,000 crore in two years; tariff cheaper than pvt telcos: MoS Telecom","State-owned BSNL has seen a significant revenue jump of 19 percent, reaching Rs 25,000 crore in two years. This financial turnaround is attributed to improved infrastructure and operational efficiency. The company's EBITDA has also seen a dramatic increase.","BSNL revenue rises 19% to Rs 25,000 crore in two years; tariff cheaper than pvt telcos: MoS Telecom State-owned BSNL has seen a significant revenue jump of 19 percent, reaching Rs 25,000 crore in two years. This financial turnaround is attributed to improved infrastructure and operational efficiency. The company's EBITDA has also seen a dramatic increase.",2026-05-25T17:06:19Z,https://economictimes.indiatimes.com/industry/telecom/telecom-news/bsnl-revenue-rises-19-to-rs-25000-crore-in-two-years-tariff-cheaper-than-pvt-telcos-mos-telecom/articleshow/131314086.cms,Positive,0.859,0.0,False
NewsAPI,BSNL service,BusinessLine,BSNL revenue jumps 19% in two years on infrastructure improvements,"BSNL’s revenue has risen to ₹25,000 crore in two years, while EBITDA surged to nearly ₹7,000 crore amid infrastructure upgrades and 4G rollout.","BSNL revenue jumps 19% in two years on infrastructure improvements BSNL’s revenue has risen to ₹25,000 crore in two years, while EBITDA surged to nearly ₹7,000 crore amid infrastructure upgrades and 4G rollout.",2026-05-25T16:43:10Z,https://www.thehindubusinessline.com/info-tech/bsnl-revenue-jumps-19-in-two-years-on-infrastructure-improvements/article71022471.ece,Positive,0.318,0.0,False
NewsAPI,BSNL service,BusinessLine,Sensex today | Stock Market Highlights: Stock markets rebound; Sensex climbs 117 points on fag-end buying,"Sensex Today, Nifty 50 | Stock Market Highlights - Find here all the highlights related to Sensex, Nifty, BSE, NSE, share prices and Indian stock markets for 20th May 2026.","Sensex today | Stock Market Highlights: Stock markets rebound; Sensex climbs 117 points on fag-end buying Sensex Today, Nifty 50 | Stock Market Highlights - Find here all the highlights related to Sensex, Nifty, BSE, NSE, share prices and Indian stock markets for 20th May 2026.",2026-05-20T10:45:23Z,https://www.thehindubusinessline.com/markets/sensex-nifty50-today-stock-market-highlights-20th-may-2026/article70997810.ece,Positive,0.765,0.0,False
NewsAPI,telecom complaint India,The Times of India,Digital arrest: How India’s fastest-growing scam uses fake investigations and video calls to siphon off crores,"They pose as the police, put you under ‘digital arrest’, and tether you to a video call till your savings are gone. How India’s fastest growing fear scam, and other cyber frauds, work.","Digital arrest: How India’s fastest-growing scam uses fake investigations and video calls to siphon off crores They pose as the police, put you under ‘digital arrest’, and tether you to a video call till your savings are gone. How India’s fastest growing fear scam, and other cyber frauds, work.",2026-06-08T01:00:00Z,https://economictimes.indiatimes.com/wealth/save/digital-arrest-how-indias-fastest-growing-scam-uses-fake-investigations-and-video-calls-to-siphon-off-crores/articleshow/131538736.cms,Negative,-0.957,95.7,False
NewsAPI,telecom complaint India,MediaNama.com,"TRAI Sees No Immediate Net Neutrality Breach in Airtel’s Priority 5G Plan, Seeks More Data","TRAI is reviewing Airtel's Priority Postpaid plan to determine whether its premium 5G service complies with net neutrality rules.
The post TRAI Sees No Immediate Net Neutrality Breach in Airtel’s Priority 5G Plan, Seeks More Data appeared first on MEDIANAMA.","TRAI Sees No Immediate Net Neutrality Breach in Airtel’s Priority 5G Plan, Seeks More Data TRAI is reviewing Airtel's Priority Postpaid plan to determine whether its premium 5G service complies with net neutrality rules.
The post TRAI Sees No Immediate Net Neutrality Breach in Airtel’s Priority 5G Plan, Seeks More Data appeared first on MEDIANAMA.",2026-06-03T08:01:14Z,https://www.medianama.com/2026/06/223-trai-airtel-priority-postpaid-net-neutrality/,Negative,-0.527,52.7,False
NewsAPI,telecom complaint India,The Times of India,Operation Octopus: Trapping the tentacles of India’s cyber fraud network,"Amidst the alarming increase in cyber scams, the Hyderabad Police have initiated Operation Octopus, a mission aimed at dismantling the entire fraud network. This sweeping strategy addresses everything from street-level con artists to shadowy masterminds opera…","Operation Octopus: Trapping the tentacles of India’s cyber fraud network Amidst the alarming increase in cyber scams, the Hyderabad Police have initiated Operation Octopus, a mission aimed at dismantling the entire fraud network. This sweeping strategy addresses everything from street-level con artists to shadowy masterminds opera…",2026-05-31T03:32:32Z,https://economictimes.indiatimes.com/news/india/operation-octopus-trapping-the-tentacles-of-indias-cyber-fraud-network/articleshow/131418289.cms,Negative,-0.891,89.1,False
NewsAPI,telecom complaint India,The Times of India,"Can you use UPI abroad? Here’s what Indian travellers must know about charges, limits and security risks","Indian travellers are increasingly using UPI abroad for convenient payments, but understanding its limitations and risks is crucial. While cheaper than cards in select countries like UAE and Singapore, UPI acceptance is uneven, and backup payment options are …","Can you use UPI abroad? Here’s what Indian travellers must know about charges, limits and security risks Indian travellers are increasingly using UPI abroad for convenient payments, but understanding its limitations and risks is crucial. While cheaper than cards in select countries like UAE and Singapore, UPI acceptance is uneven, and backup payment options are …",2026-05-29T01:00:00Z,https://economictimes.indiatimes.com/wealth/spend/can-you-use-upi-abroad-heres-what-indian-travellers-must-know-about-charges-limits-and-security-risks/articleshow/131368748.cms,Positive,0.637,0.0,False
NewsAPI,telecom churn India,BusinessLine,Apna eyes ₹150 crore revenue from AI-led push for India’s 300 million blue-collar workers,Multilingual interview bots and employability tools are helping first-time job seekers cross the formal-sector divide,Apna eyes ₹150 crore revenue from AI-led push for India’s 300 million blue-collar workers Multilingual interview bots and employability tools are helping first-time job seekers cross the formal-sector divide,2026-06-08T06:12:09Z,https://www.thehindubusinessline.com/info-tech/apna-eyes-150-crore-revenue-from-ai-led-push-for-indias-300-million-blue-collar-workers/article71072753.ece,Positive,0.296,0.0,False
NewsAPI,telecom churn India,The Times of India,Kuku readies public market debut; SoftBank books Lenskart bonanza,Kuku Technologies has taken the first step towards a stock market listing. This and more in today's ETtech Top 5.,Kuku readies public market debut; SoftBank books Lenskart bonanza Kuku Technologies has taken the first step towards a stock market listing. This and more in today's ETtech Top 5.,2026-06-04T13:21:47Z,https://economictimes.indiatimes.com/tech/newsletters/tech-top-5/kuku-readies-public-market-debut-softbank-books-lenskart-bonanza/articleshow/131508229.cms,Positive,0.202,0.0,False
NewsAPI,telecom churn India,The Times of India,Kuku FM readies public market debut; SoftBank books Lenskart gains,Kuku FM has taken the first step towards a stock market listing. This and more in today's ETtech Top 5.,Kuku FM readies public market debut; SoftBank books Lenskart gains Kuku FM has taken the first step towards a stock market listing. This and more in today's ETtech Top 5.,2026-06-04T13:21:47Z,https://economictimes.indiatimes.com/tech/newsletters/tech-top-5/kuku-fm-readies-public-market-debut-softbank-books-lenskart-gains/articleshow/131508229.cms,Positive,0.494,0.0,False
NewsAPI,telecom churn India,The Times of India,"Telecom users up nearly 7 million in April; Airtel, Jio gain most","India's telecom subscriber base expanded by 6.96 million in April, reaching 1.34 billion, primarily due to robust wireless additions. Reliance Jio and Bharti Airtel led the growth, with Jio maintaining the largest wireless subscriber base and market share. Th…","Telecom users up nearly 7 million in April; Airtel, Jio gain most India's telecom subscriber base expanded by 6.96 million in April, reaching 1.34 billion, primarily due to robust wireless additions. Reliance Jio and Bharti Airtel led the growth, with Jio maintaining the largest wireless subscriber base and market share. Th…",2026-05-26T19:57:10Z,https://economictimes.indiatimes.com/industry/telecom/telecom-users-up-nearly-7-million-in-april-airtel-jio-gain-most/articleshow/131337092.cms,Positive,0.886,0.0,False
NewsAPI,telecom churn India,Livemint,"Vodafone Idea draws up ₹1 trillion cash strategy amid dues, capex push","Vodafone Idea's plan comes as analysts raise concerns about the company’s future payment obligations to clear spectrum dues, and the company is confident it can raise funds from a State Bank of India-led consortium.","Vodafone Idea draws up ₹1 trillion cash strategy amid dues, capex push Vodafone Idea's plan comes as analysts raise concerns about the company’s future payment obligations to clear spectrum dues, and the company is confident it can raise funds from a State Bank of India-led consortium.",2026-05-18T13:54:19Z,https://www.livemint.com/companies/news/vodafone-idea-financial-roadmap-cash-strategy-dues-capex-turnaround-funding-11779106252434.html,Positive,0.7,0.0,False
NewsAPI,telecom churn India,The Times of India,Airtel to set up 56 edge data centres within 2 yrs; tariff structure in India needs to change: Gopal Vittal,Bharti Airtel is set to build 56 edge data centers in the next 18 to 24 months. This expansion aims to significantly scale up the company's business in the data center segment. The move is part of a larger strategy to strengthen infrastructure and gain market…,Airtel to set up 56 edge data centres within 2 yrs; tariff structure in India needs to change: Gopal Vittal Bharti Airtel is set to build 56 edge data centers in the next 18 to 24 months. This expansion aims to significantly scale up the company's business in the data center segment. The move is part of a larger strategy to strengthen infrastructure and gain market…,2026-05-14T16:09:16Z,https://economictimes.indiatimes.com/industry/telecom/telecom-news/airtel-to-set-up-56-edge-data-centres-within-2-yrs-tariff-structure-in-india-needs-to-change-gopal-vittal/articleshow/131098044.cms,Positive,0.691,0.0,False
NewsAPI,telecom churn India,The Times of India,India crowns Meta AI; More layoffs hit tech,"India is now the ground zero for Meta’s AI push, WhatsApp chief Will Cathcart told us. This and more in today’s ETtech Top 5.","India crowns Meta AI; More layoffs hit tech India is now the ground zero for Meta’s AI push, WhatsApp chief Will Cathcart told us. This and more in today’s ETtech Top 5.",2026-05-14T13:37:43Z,https://economictimes.indiatimes.com/tech/newsletters/tech-top-5/india-crowns-meta-ai-more-layoffs-hit-tech/articleshow/131094466.cms,Positive,0.202,0.0,False
